,protein_name,num_sample,mol_id,Model,FF_unminimised_Minimized Vina score,FF_unminimised_Vina score,FF_unminimised_Minimized Glide score,FF_unminimised_Glide score,FF_unminimised_VALIDITY3D_BOND_LENGTH,FF_unminimised_VALIDITY3D_BOND_ANGLE,FF_unminimised_VALIDITY3D_BOND_TORSION,FF_minimised_Minimized Vina score,FF_minimised_Vina score,FF_minimised_Minimized Glide score,FF_minimised_Glide score,FF_minimised_VALIDITY3D_BOND_LENGTH,FF_minimised_VALIDITY3D_BOND_ANGLE,FF_minimised_VALIDITY3D_BOND_TORSION,easydock_redocking_rmsd,easydock_redocking_score,glide_redocking_rmsd,glide_redocking_score,SMILES,MW,QED,logP,SAScore
51,generic_title2,50,Pocket2Mol_12_num_sample_50,Pocket2Mol,-3.653,-2.914,-4.573,10000.0,,,,-3.704,-3.358,-4.694,-4.457,,,,7.396172763762929,-4.987,6.959189234633891,-5.288229610681071,CC1=CN=C(N)C1,96.13300000000001,0.4721354730000415,0.6511000000000001,3.88165192660505
52,generic_title2,50,Pocket2Mol_13_num_sample_50,Pocket2Mol,-3.204,-2.919,-4.89,10000.0,0.00024919059117846007,0.01432009934342623,6.091170734769951e-10,-3.344,-3.281,-5.247,-4.935,0.8946289579894757,0.8896037969600051,4.111811511631683e-06,6.19710062667558,-4.246,3.3641928516036357,-5.103948908310905,O[C@H]1CCCOC1,102.133,0.47172843530800823,0.15770000000000012,2.916413580520361
53,generic_title2,50,Pocket2Mol_14_num_sample_50,Pocket2Mol,-1.76,-1.76,-4.635,-4.313,,,,-2.172,-2.172,-4.918,-4.493,,,,7.325677822368579,-3.968,6.256726790409777,-4.9712332722627846,C1COCCOC1,102.13300000000001,0.44111814422325407,0.4233,2.179368641469134
54,generic_title2,50,Pocket2Mol_15_num_sample_50,Pocket2Mol,-3.234,-2.217,-5.168,10000.0,0.11420384948174644,,,-3.282,-3.043,-5.2,-4.831,0.8117388076647909,,,4.078956498909985,-4.424,4.490968946108957,-4.753990478688219,CC1(C)CCCO1,100.161,0.44873678423554825,1.5754000000000001,2.715776622961327
55,generic_title2,50,Pocket2Mol_16_num_sample_50,Pocket2Mol,-3.26,-2.91,-4.727,-3.775,0.057012579823837596,0.6662804405242108,0.7513801365809804,-3.309,-2.918,-5.254,-4.677,0.9797123751209151,0.9547803677672538,0.8565022322837094,7.916091667248789,-4.586,6.447230915402169,-4.932399756233464,Oc1ccncc1,95.10099999999997,0.5163288713332985,0.7871999999999999,2.1524866634471564
56,generic_title2,50,Pocket2Mol_17_num_sample_50,Pocket2Mol,-2.232,-2.132,-4.842,-4.497,,,,-2.411,-2.411,-4.948,-4.878,,,,7.259573565693392,-4.106,6.719445022998147,-4.974638765977735,C1=COCCOC1,100.11699999999999,0.44219820121012926,0.5469,3.605542267842761
57,generic_title2,50,Pocket2Mol_18_num_sample_50,Pocket2Mol,-3.299,-2.799,-4.792,-3.658,0.0021690917842657406,0.5335518329956065,0.09404847133030467,-3.286,-3.165,-4.397,-4.155,0.9771786112930787,0.9605254624084834,0.9759184690210857,7.8625873197058995,-4.546,5.600177540151333,-4.631820230429795,Nc1ccncc1,94.11699999999999,0.5126510027980979,0.6638000000000001,1.9510597403702317
58,generic_title2,50,Pocket2Mol_19_num_sample_50,Pocket2Mol,-3.094,-2.279,-4.601,-3.735,0.008709330422541002,0.14461251837076614,0.3456047430227938,-3.328,-2.92,-4.609,-4.388,0.9706319985977965,0.9390602841125392,0.9771731366889529,7.699875077465311,-4.694,7.4567870166968415,-5.1683606448010835,Oc1cccnc1,95.10099999999998,0.5163288713332986,0.7871999999999999,1.924198201908693
59,generic_title2,50,Pocket2Mol_1_num_sample_50,Pocket2Mol,-2.612,-2.599,-4.152,-3.486,0.029040219704577052,0.08723578180999668,,-2.449,-2.372,-3.959,-3.604,0.9547418773496503,0.964907127294527,,8.069938246232123,-3.82,7.357854015414522,-4.452091445032437,c1cc[nH]c1,67.09100000000001,0.4658690337597367,1.0147,3.427942228442209
60,generic_title2,50,Pocket2Mol_20_num_sample_50,Pocket2Mol,-3.091,-2.589,-4.19,-3.446,0.0750074158908113,0.2785921703806246,0.2540711344561647,-3.117,-3.1,-4.105,-3.771,0.8639793548472231,0.9008261285467736,0.9765988964110868,7.7773748921379084,-4.454,6.927074836830892,-4.551416370538584,Nc1ccncn1,95.105,0.49531271324374415,0.05879999999999996,2.4027143557548474
61,generic_title2,50,Pocket2Mol_21_num_sample_50,Pocket2Mol,-2.611,-2.258,-4.374,-3.94,0.0005861309391009273,,,-2.666,-2.355,-4.498,-3.932,0.9337398735272451,,,7.5255276460856875,-3.7,5.766851059681201,-4.38331296202621,c1ccoc1,68.075,0.44603148755014616,1.2796,3.4100345361345177
62,generic_title2,50,Pocket2Mol_22_num_sample_50,Pocket2Mol,-3.354,-2.944,-5.032,-4.442,0.012126201400220082,0.5157589076170204,0.8801030926581682,-3.405,-3.317,-5.002,-4.729,0.9738094608445055,0.9722563805108382,0.9687180482494071,7.890915830334815,-4.868,6.765304046625463,-5.4966192383322054,Fc1cccnc1,97.092,0.47397196118629864,1.2207000000000001,1.7338205096010029
63,generic_title2,50,Pocket2Mol_23_num_sample_50,Pocket2Mol,-3.204,-2.919,-4.627,-4.241,,,,-3.062,-2.961,-4.878,-4.68,,,,6.19710062667558,-4.246,3.3601394523534713,-5.317844071961349,O[C@H]1[C@@H]2CCO[C@H]12,100.11699999999999,0.45518748828298783,-0.23399999999999999,4.11887588220895
64,generic_title2,50,Pocket2Mol_24_num_sample_50,Pocket2Mol,-3.277,-2.554,-4.478,10000.0,0.04647544700548794,,,-3.315,-3.106,-4.817,-3.984,0.6232224053370196,,,7.417257154963494,-4.26,2.6785334621827244,-5.129466104878705,Cc1cnc(N)[nH]1,97.12100000000001,0.48885445333814254,0.3003200000000001,2.867144234297358
65,generic_title2,50,Pocket2Mol_25_num_sample_50,Pocket2Mol,-3.383,-3.15,-4.7,-4.339,7.203430260905827e-07,0.4651778525401299,,-3.396,-3.325,-4.85,-4.916,0.8885497258782299,0.9326123224613413,,7.8264525421346365,-4.594,7.148803742285069,-5.511531733576551,O[C@H]1C=CCOC1,100.11699999999998,0.4317802773832795,-0.06629999999999986,4.1131851189818995
66,generic_title2,50,Pocket2Mol_26_num_sample_50,Pocket2Mol,-3.639,-3.004,-5.055,10000.0,0.0001416678214170269,,,-3.699,-3.491,-5.374,-4.773,0.916502968254769,,,7.092503226345004,-4.904,6.786579851978251,-5.362851082325446,CC1=CC=CCO1,96.12899999999998,0.44348494908983205,1.4766000000000001,3.665788201908695
67,generic_title2,50,Pocket2Mol_27_num_sample_50,Pocket2Mol,-3.359,-2.672,-4.641,10000.0,0.01312378865643575,0.6551422282484013,0.6211225746047395,-3.395,-3.165,-4.61,-4.507,0.9724625875737083,0.955433354973444,0.868975635223664,7.157298825936361,-4.505,6.764643935957426,-4.979610889662393,Oc1ccncc1O,111.09999999999998,0.511970565448161,0.49279999999999996,2.4995663722729624
68,generic_title2,50,Pocket2Mol_28_num_sample_50,Pocket2Mol,-2.657,-2.657,-5.222,-4.363,,,,-2.531,-2.531,-5.23,-4.948,,,,2.8263139041868652,-3.991,3.39499375312588,-5.428134458846167,OC1COCCOC1,118.13199999999999,0.4610644180226709,-0.6058999999999999,2.733699634662745
69,generic_title2,50,Pocket2Mol_29_num_sample_50,Pocket2Mol,-3.277,-2.838,-4.726,-3.52,0.0053890009987929465,0.5826932479701015,,-3.315,-3.145,-4.249,-4.038,0.9260487802950749,0.8749662195480995,,7.485579215565085,-4.502,7.001707332817895,-4.738348310604588,COc1ccncn1,110.11599999999999,0.5271940515548245,0.48519999999999996,2.1176722099135823
70,generic_title2,50,Pocket2Mol_2_num_sample_50,Pocket2Mol,-2.149,-1.902,0.9221,2.9,0.003260816946110959,0.9797027433237769,,-2.161,-2.064,-1.775,-1.633,0.884120598737926,0.44367769189472694,,10.510007423213363,-3.307,6.3773911917933805,-2.1704930607515194,COC(C)=O,74.079,0.38296659073251405,0.17930000000000001,1.7363164941764762
71,generic_title2,50,Pocket2Mol_30_num_sample_50,Pocket2Mol,-3.805,-3.591,-5.718,-4.334,,,,-3.985,-3.753,-5.01,-4.884,,,,3.7857992691438356,-5.165,4.972616415718037,-4.9745628549197525,C[C@@]12CC[C@@H]1CCO2,112.172,0.4619537493319786,1.5754000000000001,3.781575887017061
72,generic_title2,50,Pocket2Mol_31_num_sample_50,Pocket2Mol,-4.507,-3.44,-5.051,10000.0,0.052972740123247375,0.537724851238139,0.7416431098784302,-4.407,-4.179,-5.421,-5.196,0.8557389991318433,0.9030148370099426,0.9872143353537908,7.595776115198645,-6.323,7.467146047710486,-6.163431343506112,c1ccc2c(c1)CCO2,120.15099999999997,0.5052002537494946,1.6215,1.6951459559435058
73,generic_title2,50,Pocket2Mol_32_num_sample_50,Pocket2Mol,-2.618,-2.599,-4.008,-3.568,,,,-2.411,-2.371,-4.104,-3.737,,,,8.151527941435276,-3.826,6.606134922570883,-4.349272641039574,C1=CNCC1,69.10700000000001,0.4363003915587601,0.4934,4.025265305365286
74,generic_title2,50,Pocket2Mol_33_num_sample_50,Pocket2Mol,-3.471,-2.585,-5.257,10000.0,0.012562443917850977,,,-4.05,-3.791,-5.363,-5.141,0.9082383231339017,,,4.917308430206283,-4.987,5.035972992493252,-5.255580648114307,C[C@@]12CCO[C@@H]1CCO2,128.171,0.4833661011031188,0.9543,4.226955661689468
75,generic_title2,50,Pocket2Mol_34_num_sample_50,Pocket2Mol,-4.243,-3.425,-5.544,-4.709,0.2432468042518743,0.49433782778379953,,-4.243,-4.046,-5.538,-5.474,0.814073493692883,0.8450434982000768,,7.705626065414801,-5.526,4.867039064137638,-5.267013002634818,c1cc2c(cn1)CCO2,121.13899999999998,0.5108309052932271,1.0165,2.4179151867127366
76,generic_title2,50,Pocket2Mol_35_num_sample_50,Pocket2Mol,-3.987,-2.992,-5.669,10000.0,0.004424329737539793,0.24180778789877108,0.33403334346846375,-3.944,-3.821,-5.445,-4.765,0.7634270396451885,0.7711528725331787,0.7620695267391373,7.738522185074414,-5.812,7.449391530509605,-4.816417749588734,c1ccc2c(c1)OCO2,122.12299999999996,0.5176682759164257,1.4153,1.5241767251742733
77,generic_title2,50,Pocket2Mol_36_num_sample_50,Pocket2Mol,-4.453,-3.564,-5.261,-4.441,1.8915615343131678e-06,,,-4.495,-4.094,-5.297,-5.104,0.9833968252565087,,,7.492737110399347,-6.23,7.5634864998070395,-6.165295504807704,C1=CCc2occc2C1,120.15099999999997,0.4766763715118781,1.9344000000000001,3.517499802097351
78,generic_title2,50,Pocket2Mol_37_num_sample_50,Pocket2Mol,-4.444,-3.587,-5.141,-4.493,0.21209449681511272,0.028701012577858186,0.23565135994605052,-4.539,-3.903,-5.53,-4.857,0.9516016836006866,0.9810619582690345,0.9217833001556204,7.492655087854742,-6.229,6.845876222416666,-5.9571401856475354,c1ccc2occc2c1,118.13499999999995,0.5174240042877333,2.4328000000000003,1.8035049303024806
79,generic_title2,50,Pocket2Mol_38_num_sample_50,Pocket2Mol,-4.199,-3.556,-5.573,10000.0,0.09027726764477717,0.3080638522871873,,-4.179,-3.92,-5.42,-5.546,0.9372983815421694,0.8828154004415786,,7.575261920664305,-5.583,6.85711695748679,-5.63225075458381,c1cc2occc2cn1,119.12299999999996,0.5283477685064296,1.8277999999999996,2.3818177508152996
80,generic_title2,50,Pocket2Mol_39_num_sample_50,Pocket2Mol,-3.537,-2.028,-4.758,10000.0,0.0264377504588002,,,-3.29,-3.071,-4.878,-4.37,0.8094451403008486,,,7.994811296153969,-4.624,6.150828324925867,-4.972463453728242,O=C(O)C1=COCCO1,130.099,0.540666414130691,-0.0408,2.939755391840942
81,generic_title2,50,Pocket2Mol_3_num_sample_50,Pocket2Mol,-2.483,-2.44,-3.673,-3.101,1.5851531153103255e-05,0.013565476730789736,,-2.312,-2.146,-3.823,-3.246,0.9012010767609157,0.9831431918150542,,9.97903787015562,-3.856,7.564714890416532,-4.414682752152334,c1cn[nH]c1,68.07900000000001,0.4683433019217652,0.40969999999999995,3.744234536134517
82,generic_title2,50,Pocket2Mol_40_num_sample_50,Pocket2Mol,-3.855,-2.999,-5.104,10000.0,0.1684878690559678,0.14440760462257435,0.9853905075917964,-3.848,-3.805,-5.299,-5.307,0.9871697272107843,0.6765362942178337,0.9994395029972535,7.844836373762751,-5.765,7.514564908665504,-6.224753081357689,c1ccc2c(c1)OCS2,138.19099999999997,0.542794855436533,2.1285999999999996,2.5404433918409417
83,generic_title2,50,Pocket2Mol_41_num_sample_50,Pocket2Mol,-3.95,-2.581,-6.276,10000.0,0.03368231778544588,,,-4.187,-3.999,-6.237,-5.33,0.9396779750499306,,,3.8047742898451498,-5.396,3.703233603614024,-5.315889251668837,C[C@@]12CCC[C@@H]1CCO2,126.199,0.48185805075088745,1.9655,3.7010680877249715
84,generic_title2,50,Pocket2Mol_42_num_sample_50,Pocket2Mol,-4.361,-3.343,-5.258,-4.178,0.0678293993220021,0.6452908328944748,0.006563958739701289,-4.361,-4.22,-5.476,-4.715,0.9489047970112333,0.9442025604105578,0.9474206742249245,8.070199258244976,-5.744,7.474567778304197,-5.840068646677726,c1ccc2c(c1)NCO2,121.13899999999997,0.5605093587592868,1.4483999999999997,2.426233135430685
85,generic_title2,50,Pocket2Mol_43_num_sample_50,Pocket2Mol,-2.14,-1.747,-4.401,-3.958,0.006836719473232468,,,-2.089,-1.878,-4.4,-3.838,0.36462825171404867,,,7.422783815523661,-2.919,6.865629680553649,-4.671875578278871,c1cscn1,85.131,0.4600956630432944,1.1431,3.835803766903747
86,generic_title2,50,Pocket2Mol_44_num_sample_50,Pocket2Mol,-4.14,-3.345,-5.247,-4.322,0.0007454457723221642,0.18154304553217337,0.38254052617043904,-4.157,-3.821,-5.458,-5.507,0.7448904824774253,0.6893524592913336,0.63197019042133,8.37706631511162,-5.179,7.488309737189494,-5.405073933035329,c1cc2c(cn1)OCO2,123.11099999999998,0.511187577082468,0.8102999999999999,2.2609151867127366
87,generic_title2,50,Pocket2Mol_45_num_sample_50,Pocket2Mol,-2.379,-1.949,-4.274,10000.0,5.850485075531761e-09,,,-2.683,-2.358,-4.414,-4.151,0.8664289955895169,,,7.490701345802006,-3.698,5.2029507047211965,-4.407796772255504,C1CCOC1,72.107,0.4109376010493491,0.7968000000000001,2.0262776130575944
88,generic_title2,50,Pocket2Mol_46_num_sample_50,Pocket2Mol,-2.382,-2.171,-4.498,-3.909,,,,-2.434,-2.319,-4.37,-3.81,,,,7.4899693138223205,-3.702,7.756495638649208,-4.5168870380795525,C1=CC=CN=1,65.075,0.3944190016783178,0.7396,6.083496074596056
89,generic_title2,50,Pocket2Mol_47_num_sample_50,Pocket2Mol,-2.6,-2.153,-4.232,-4.032,,,,-2.698,-2.606,-4.181,-4.154,,,,7.60394230356859,-3.759,7.605631270569748,-4.4942478098487655,C1=COCC1,70.091,0.4115111803650166,0.9204,3.9102868438268246
90,generic_title2,50,Pocket2Mol_48_num_sample_50,Pocket2Mol,-1.873,-1.419,-2.905,10000.0,9.285934629450091e-07,,,-1.851,-1.764,-1.875,-1.495,0.9583400348195299,,,11.489809813482553,-3.302,4.128419045575654,-2.638350710404308,COCCO,76.095,0.48573367049540345,-0.37489999999999996,2.14296447696292
91,generic_title2,50,Pocket2Mol_49_num_sample_50,Pocket2Mol,-2.082,-1.844,-4.217,-3.865,9.334829011442442e-05,,,-2.015,-1.838,-3.861,-3.754,0.7060815997240913,,,9.643832331080835,-3.458,7.3640429496392406,-4.206185932596042,C1COCO1,74.079,0.4020858486861461,-0.009299999999999975,2.90882222844221
92,generic_title2,50,Pocket2Mol_4_num_sample_50,Pocket2Mol,-2.891,-2.814,-4.788,-4.458,3.1797166728397084e-06,0.1862637280074963,5.256618780389689e-05,-3.051,-3.044,-4.766,-4.688,0.8737487346746984,0.9620907975727051,0.9026719322050556,7.573901007516977,-4.385,3.822074923452988,-4.214607960633385,C1CCOCC1,86.134,0.42994002180165675,1.1869,1.9174305482861609
93,generic_title2,50,Pocket2Mol_5_num_sample_50,Pocket2Mol,-2.805,-1.917,-4.367,-3.961,0.0001524333260078261,0.5065386585764347,,-2.374,-2.286,-4.223,-4.187,0.9827026290602963,0.9951419443009388,,9.763944266790958,-3.692,5.427681587046689,-4.305247050204083,C1COCCO1,88.10600000000001,0.4157492501598946,0.03320000000000001,2.231084394440007
94,generic_title2,50,Pocket2Mol_6_num_sample_50,Pocket2Mol,-3.009,-2.605,-4.57,-4.234,0.08163281125962972,0.5153579784381092,0.5355393465755748,-3.203,-2.729,-4.56,-4.355,0.9951645820487391,0.9734103727700361,0.9478738446901035,7.320798595554085,-4.347,5.293339585338683,-4.8702879432212915,c1ccncc1,79.10199999999999,0.4531479654842905,1.0816,1.3717690098246216
95,generic_title2,50,Pocket2Mol_7_num_sample_50,Pocket2Mol,-3.003,-2.526,-4.89,10000.0,,,,-2.973,-2.895,-5.078,-4.634,,,,7.444543404512238,-4.352,6.90645620354876,-4.881866206999861,CC1=CN=CC1,81.11800000000001,0.41726114535391756,1.3647,3.9686545301866136
96,generic_title2,50,Pocket2Mol_8_num_sample_50,Pocket2Mol,-2.661,-2.223,-4.594,10000.0,0.062451028745432555,,,-2.639,-2.537,-4.578,-3.925,0.7072484025225301,,,7.321506525868384,-3.719,3.4405853387548024,-4.053137371767754,Cc1cnc[nH]1,82.10600000000001,0.49044689078380066,0.7181199999999999,3.226802041498831
97,generic_title2,50,Pocket2Mol_9_num_sample_50,Pocket2Mol,-2.936,-2.882,-4.438,-4.244,0.010790934390869247,,,-2.97,-2.801,-5.022,-4.194,0.9320826197156384,,,7.460071325507998,-4.377,7.464988903931049,-4.5917295816889,Cc1ccoc1,82.10199999999999,0.4628605847396023,1.5880200000000002,3.0959151636707762
